"","iSIC02","iSIC02","iSIC02","iSIC02","iSIC02","iSIC02"
"","Avg","Avg","Avg","Avg","Avg","Avg"
"Date/Time","WindDir","WindSp","AirTemp","RH","BP","RainInten"
"m/d/y","Degree","mph","F","%","inHg","in/h"
10/13/2021 5:10:00 AM,210,1.3,57.70,83,29.2,0.00
10/13/2021 5:20:00 AM,202,0.8,57.50,83,29.2,0.00
10/13/2021 5:30:00 AM,197,0.9,57.30,83,29.2,0.00
10/13/2021 5:40:00 AM,57,1.0,57.20,83,29.2,0.00
10/13/2021 5:50:00 AM,125,1.2,57.20,83,29.2,0.00
10/13/2021 6:00:00 AM,178,1.6,57.20,83,29.2,0.00
10/13/2021 6:10:00 AM,229,0.7,57.00,83,29.2,0.00
10/13/2021 6:20:00 AM,202,1.6,56.80,83,29.2,0.00
10/13/2021 6:30:00 AM,198,1.1,56.80,83,29.2,0.00
10/13/2021 6:40:00 AM,191,0.9,56.80,82,29.2,0.00
10/13/2021 6:50:00 AM,224,1.4,56.80,83,29.2,0.00
10/13/2021 7:00:00 AM,192,0.6,56.60,83,29.2,0.00
10/13/2021 7:10:00 AM,178,1.3,56.40,83,29.2,0.00
10/13/2021 7:20:00 AM,183,0.5,56.30,83,29.2,0.00
10/13/2021 7:30:00 AM,119,0.6,56.30,83,29.2,0.00
10/13/2021 7:40:00 AM,198,0.8,56.10,83,29.2,0.00
10/13/2021 7:50:00 AM,192,0.8,56.10,83,29.2,0.00
10/13/2021 8:00:00 AM,132,0.9,56.10,83,29.2,0.00
10/13/2021 8:10:00 AM,195,1.4,56.10,82,29.2,0.00
10/13/2021 8:20:00 AM,206,1.5,56.10,83,29.2,0.00
10/13/2021 8:30:00 AM,191,0.9,56.10,84,29.2,0.00
10/13/2021 8:40:00 AM,200,2.1,56.10,84,29.2,0.00
10/13/2021 8:50:00 AM,200,1.9,56.10,84,29.2,0.00
10/13/2021 9:00:00 AM,224,0.7,56.10,84,29.2,0.00
10/13/2021 9:10:00 AM,30,0.5,55.90,85,29.2,0.00
10/13/2021 9:20:00 AM,203,1.5,56.10,84,29.3,0.00
10/13/2021 9:30:00 AM,175,1.2,56.10,84,29.2,0.00
10/13/2021 9:40:00 AM,180,0.7,56.10,84,29.3,0.00
10/13/2021 9:50:00 AM,110,0.9,56.10,84,29.3,0.00
10/13/2021 10:00:00 AM,195,0.6,55.90,85,29.3,0.00
10/13/2021 10:10:00 AM,221,1.0,55.70,85,29.3,0.00
10/13/2021 10:20:00 AM,198,1.2,55.50,86,29.3,0.00
10/13/2021 10:30:00 AM,208,1.0,55.70,85,29.3,0.00
10/13/2021 10:40:00 AM,126,1.0,55.70,86,29.3,0.00
10/13/2021 10:50:00 AM,240,1.0,55.70,86,29.3,0.00
10/13/2021 11:00:00 AM,160,1.0,55.70,86,29.3,0.00
10/13/2021 11:10:00 AM,190,1.8,55.70,86,29.3,0.00
10/13/2021 11:20:00 AM,198,1.0,55.70,86,29.3,0.00
10/13/2021 11:30:00 AM,233,0.7,55.70,85,29.3,0.00
10/13/2021 11:40:00 AM,184,0.5,55.40,85,29.3,0.00
10/13/2021 11:50:00 AM,116,2.4,55.20,86,29.2,0.00
10/13/2021 12:00:00 PM,143,0.8,55.00,87,29.2,0.00
10/13/2021 12:10:00 PM,55,0.7,55.00,86,29.2,0.00
10/13/2021 12:20:00 PM,156,0.9,55.50,86,29.2,0.00
10/13/2021 12:30:00 PM,127,2.3,55.90,85,29.2,0.00
10/13/2021 12:40:00 PM,95,1.9,56.30,84,29.2,0.00
10/13/2021 12:50:00 PM,127,1.9,56.80,82,29.2,0.00
10/13/2021 1:00:00 PM,117,1.8,57.50,81,29.2,0.00
10/13/2021 1:10:00 PM,203,0.8,58.60,79,29.3,0.00
10/13/2021 1:20:00 PM,185,1.1,60.00,74,29.3,0.00
10/13/2021 1:30:00 PM,142,1.5,60.90,72,29.3,0.00
10/13/2021 1:40:00 PM,131,2.5,62.60,69,29.3,0.00
10/13/2021 1:50:00 PM,224,1.4,62.70,69,29.3,0.00
10/13/2021 2:00:00 PM,131,3.2,63.10,68,29.3,0.00
10/13/2021 2:10:00 PM,130,2.9,62.90,68,29.3,0.00
10/13/2021 2:20:00 PM,145,2.5,64.00,66,29.3,0.00
10/13/2021 2:30:00 PM,125,3.8,65.10,64,29.3,0.00
10/13/2021 2:40:00 PM,159,2.7,66.00,62,29.3,0.00
10/13/2021 2:50:00 PM,158,1.6,67.60,59,29.3,0.00
10/13/2021 3:00:00 PM,126,2.9,68.70,56,29.2,0.00
10/13/2021 3:10:00 PM,144,3.4,69.80,53,29.2,0.00
10/13/2021 3:20:00 PM,138,3.8,70.80,52,29.2,0.00
10/13/2021 3:30:00 PM,147,3.4,71.40,50,29.3,0.00
10/13/2021 3:40:00 PM,225,2.5,71.40,50,29.3,0.00
10/13/2021 3:50:00 PM,110,3.5,71.90,49,29.2,0.00
10/13/2021 4:00:00 PM,219,2.6,71.90,50,29.2,0.00
10/13/2021 4:10:00 PM,49,1.2,71.70,50,29.2,0.00
10/13/2021 4:20:00 PM,93,2.3,71.90,51,29.2,0.00
10/13/2021 4:30:00 PM,92,3.7,71.70,51,29.2,0.00
10/13/2021 4:40:00 PM,100,3.4,71.70,52,29.2,0.00
10/13/2021 4:50:00 PM,152,4.6,71.60,52,29.2,0.00
10/13/2021 5:00:00 PM,115,3.8,72.10,51,29.2,0.00
10/13/2021 5:10:00 PM,131,9.5,72.50,48,29.2,0.00
10/13/2021 5:20:00 PM,121,4.8,73.50,49,29.2,0.00
10/13/2021 5:30:00 PM,119,4.8,73.20,49,29.2,0.00
10/13/2021 5:40:00 PM,207,2.5,73.00,51,29.2,0.00
10/13/2021 5:50:00 PM,185,2.4,73.50,51,29.2,0.00
10/13/2021 6:00:00 PM,131,3.6,74.30,51,29.2,0.00
10/13/2021 6:10:00 PM,145,2.2,74.60,50,29.2,0.00
10/13/2021 6:20:00 PM,141,1.2,74.40,50,29.2,0.00
10/13/2021 6:30:00 PM,137,3.3,74.10,51,29.2,0.00
10/13/2021 6:40:00 PM,156,3.1,74.40,50,29.2,0.00
10/13/2021 6:50:00 PM,179,2.4,73.90,50,29.2,0.00
10/13/2021 7:00:00 PM,124,4.0,73.50,52,29.2,0.00
10/13/2021 7:10:00 PM,127,3.7,73.40,53,29.2,0.00
10/13/2021 7:20:00 PM,143,2.1,73.00,57,29.2,0.00
10/13/2021 7:30:00 PM,56,2.5,72.30,59,29.2,0.00
10/13/2021 7:40:00 PM,108,1.3,72.50,60,29.2,0.00
10/13/2021 7:50:00 PM,16,0.7,72.60,59,29.2,0.00
10/13/2021 8:00:00 PM,181,1.1,72.60,59,29.2,0.00
10/13/2021 8:10:00 PM,189,1.9,72.50,61,29.2,0.00
10/13/2021 8:20:00 PM,294,0.4,71.90,68,29.2,1.00
10/13/2021 8:30:00 PM,247,0.9,70.30,73,29.2,0.09
10/13/2021 8:40:00 PM,247,0.8,69.20,76,29.2,0.00
10/13/2021 8:50:00 PM,124,0.5,69.20,75,29.2,0.00
10/13/2021 9:00:00 PM,143,1.2,69.90,73,29.2,0.00
10/13/2021 9:10:00 PM,202,1.9,70.80,71,29.2,0.00
10/13/2021 9:20:00 PM,113,2.4,71.20,70,29.2,0.00
10/13/2021 9:30:00 PM,105,2.0,71.20,71,29.2,0.00
10/13/2021 9:40:00 PM,110,2.5,71.00,70,29.2,0.06
10/13/2021 9:50:00 PM,133,3.2,70.30,72,29.2,0.00
10/13/2021 10:00:00 PM,129,2.4,69.90,75,29.2,0.00
10/13/2021 10:10:00 PM,130,1.7,69.40,76,29.2,0.00
10/13/2021 10:20:00 PM,128,4.9,69.40,76,29.2,0.00
10/13/2021 10:30:00 PM,126,3.8,69.40,77,29.2,0.00
10/13/2021 10:40:00 PM,122,4.5,69.40,77,29.2,0.00
10/13/2021 10:50:00 PM,125,5.6,69.40,77,29.2,0.00
10/13/2021 11:00:00 PM,127,3.1,69.60,77,29.2,0.00
10/13/2021 11:10:00 PM,118,4.4,69.60,76,29.1,0.00
10/13/2021 11:20:00 PM,159,1.9,69.60,76,29.1,0.00
10/13/2021 11:30:00 PM,160,3.1,69.40,77,29.1,0.00
10/13/2021 11:40:00 PM,127,8.6,69.40,77,29.1,0.00
10/13/2021 11:50:00 PM,148,3.6,69.40,77,29.1,0.00
10/14/2021 12:00:00 AM,112,2.2,69.40,77,29.1,0.00
10/14/2021 12:10:00 AM,163,3.8,69.60,77,29.1,0.00
10/14/2021 12:20:00 AM,69,1.2,69.60,77,29.1,0.00
10/14/2021 12:30:00 AM,130,3.0,69.60,77,29.1,0.00
10/14/2021 12:40:00 AM,218,1.5,69.40,77,29.1,0.00
10/14/2021 12:50:00 AM,128,7.1,69.20,78,29.1,0.00
10/14/2021 1:00:00 AM,125,3.3,69.20,78,29.1,0.00
10/14/2021 1:10:00 AM,138,4.6,69.20,78,29.1,0.00
10/14/2021 1:20:00 AM,144,2.6,69.20,79,29.1,0.00
10/14/2021 1:30:00 AM,103,3.2,69.20,79,29.1,0.00
10/14/2021 1:40:00 AM,122,3.5,69.00,80,29.1,0.00
10/14/2021 1:50:00 AM,131,4.4,69.00,80,29.1,0.00
10/14/2021 2:00:00 AM,135,2.9,69.00,81,29.1,0.00
10/14/2021 2:10:00 AM,150,5.0,69.00,82,29.1,0.00
10/14/2021 2:20:00 AM,122,6.3,69.00,82,29.1,0.00
10/14/2021 2:30:00 AM,116,3.2,69.00,83,29.2,0.00
10/14/2021 2:40:00 AM,336,3.7,69.20,83,29.2,0.00
10/14/2021 2:50:00 AM,173,3.8,69.20,83,29.2,0.00
10/14/2021 3:00:00 AM,193,2.5,69.40,83,29.2,0.00
10/14/2021 3:10:00 AM,105,3.9,69.40,84,29.2,0.00
10/14/2021 3:20:00 AM,75,3.9,69.40,84,29.2,0.00
10/14/2021 3:30:00 AM,216,4.2,69.20,84,29.2,0.00
10/14/2021 3:40:00 AM,223,2.2,69.20,84,29.2,0.00
10/14/2021 3:50:00 AM,237,2.5,69.00,85,29.2,0.00
10/14/2021 4:00:00 AM,58,1.0,69.00,85,29.2,0.00
10/14/2021 4:10:00 AM,239,1.7,69.00,85,29.2,0.00
10/14/2021 4:20:00 AM,206,2.3,68.90,86,29.2,0.00
10/14/2021 4:30:00 AM,167,2.5,68.90,85,29.2,0.00
10/14/2021 4:40:00 AM,186,1.5,68.90,86,29.2,0.00
10/14/2021 4:50:00 AM,176,1.5,68.70,86,29.2,0.00
10/14/2021 5:00:00 AM,257,1.4,68.70,86,29.2,0.00
10/14/2021 5:10:00 AM,199,1.2,68.70,86,29.2,0.00
10/14/2021 5:20:00 AM,93,1.6,68.70,87,29.2,0.00
10/14/2021 5:30:00 AM,323,1.2,68.70,87,29.2,0.00
10/14/2021 5:40:00 AM,71,1.3,68.90,87,29.2,0.00
10/14/2021 5:50:00 AM,194,2.0,69.00,86,29.2,0.00
10/14/2021 6:00:00 AM,111,2.7,69.20,87,29.2,0.00
10/14/2021 6:10:00 AM,119,3.6,69.20,87,29.2,0.00
10/14/2021 6:20:00 AM,156,2.5,69.40,87,29.2,0.00
10/14/2021 6:30:00 AM,191,1.8,69.40,87,29.2,0.00
10/14/2021 6:40:00 AM,144,2.4,69.60,87,29.2,0.00
10/14/2021 6:50:00 AM,174,3.4,69.60,87,29.2,0.00
10/14/2021 7:00:00 AM,115,2.3,69.60,87,29.2,0.00
10/14/2021 7:10:00 AM,156,1.9,69.60,87,29.2,0.00
10/14/2021 7:20:00 AM,273,2.6,69.80,87,29.2,0.00
10/14/2021 7:30:00 AM,74,3.4,69.80,87,29.2,0.00
10/14/2021 7:40:00 AM,177,2.3,69.80,87,29.2,0.00
10/14/2021 7:50:00 AM,107,1.6,69.80,87,29.2,0.00
10/14/2021 8:00:00 AM,198,3.3,69.80,87,29.2,0.00
10/14/2021 8:10:00 AM,270,3.4,69.90,86,29.1,0.00
10/14/2021 8:20:00 AM,215,1.9,69.90,86,29.1,0.00
10/14/2021 8:30:00 AM,118,2.8,70.10,86,29.1,0.00
10/14/2021 8:40:00 AM,87,2.7,70.10,85,29.1,0.00
10/14/2021 8:50:00 AM,204,4.4,70.10,85,29.1,0.00
10/14/2021 9:00:00 AM,270,1.3,70.30,85,29.2,0.00
10/14/2021 9:10:00 AM,103,3.3,70.30,85,29.2,0.00
10/14/2021 9:20:00 AM,263,2.3,70.30,84,29.2,0.00
10/14/2021 9:30:00 AM,346,1.4,70.30,85,29.2,0.00
10/14/2021 9:40:00 AM,199,2.3,70.10,84,29.2,0.00
10/14/2021 9:50:00 AM,193,2.0,70.10,85,29.2,0.00
10/14/2021 10:00:00 AM,185,1.7,69.90,85,29.2,0.00
10/14/2021 10:10:00 AM,130,4.4,69.80,85,29.2,0.00
10/14/2021 10:20:00 AM,190,1.2,69.80,85,29.2,0.00
10/14/2021 10:30:00 AM,109,2.5,69.80,85,29.2,0.00
10/14/2021 10:40:00 AM,284,1.9,69.60,85,29.2,0.00
10/14/2021 10:50:00 AM,216,2.4,69.60,85,29.2,0.00
10/14/2021 11:00:00 AM,142,1.6,69.80,84,29.2,0.00
10/14/2021 11:10:00 AM,172,2.1,69.90,84,29.2,0.00
10/14/2021 11:20:00 AM,157,2.3,69.90,84,29.2,0.00
10/14/2021 11:30:00 AM,290,2.0,69.80,84,29.2,0.00
10/14/2021 11:40:00 AM,145,1.4,69.80,84,29.2,0.00
10/14/2021 11:50:00 AM,302,1.8,69.60,84,29.2,0.00
10/14/2021 12:00:00 PM,212,2.3,69.40,85,29.2,0.00
10/14/2021 12:10:00 PM,220,2.6,69.40,84,29.2,0.00
10/14/2021 12:20:00 PM,228,1.9,69.60,84,29.2,0.00
10/14/2021 12:30:00 PM,174,2.4,69.60,84,29.2,0.00
10/14/2021 12:40:00 PM,15,1.7,69.80,84,29.2,0.00
10/14/2021 12:50:00 PM,109,1.8,69.60,84,29.2,0.00
10/14/2021 1:00:00 PM,223,3.7,69.60,84,29.2,0.00
10/14/2021 1:10:00 PM,229,2.1,69.80,84,29.2,0.00
10/14/2021 1:20:00 PM,49,1.7,70.30,83,29.2,0.00
10/14/2021 1:30:00 PM,202,4.2,70.70,81,29.2,0.00
10/14/2021 1:40:00 PM,78,2.8,71.00,81,29.2,0.00
10/14/2021 1:50:00 PM,201,1.9,71.40,80,29.2,0.00
10/14/2021 2:00:00 PM,211,2.0,72.60,77,29.2,0.00
10/14/2021 2:10:00 PM,225,3.0,73.20,76,29.2,0.00
10/14/2021 2:20:00 PM,142,3.6,73.40,75,29.2,0.00
10/14/2021 2:30:00 PM,264,3.8,73.20,75,29.2,0.00
10/14/2021 2:40:00 PM,96,2.7,73.00,76,29.2,0.00
10/14/2021 2:50:00 PM,235,3.1,73.00,76,29.2,0.00
10/14/2021 3:00:00 PM,216,2.0,73.50,74,29.2,0.00
10/14/2021 3:10:00 PM,211,2.4,73.50,74,29.2,0.00
10/14/2021 3:20:00 PM,248,2.4,73.90,73,29.2,0.00
10/14/2021 3:30:00 PM,221,1.9,74.30,72,29.2,0.00
10/14/2021 3:40:00 PM,241,3.6,74.30,71,29.2,0.00
10/14/2021 3:50:00 PM,207,4.0,73.90,72,29.2,0.00
10/14/2021 4:00:00 PM,255,4.2,73.70,72,29.2,0.00
10/14/2021 4:10:00 PM,193,1.9,73.70,72,29.2,0.00
10/14/2021 4:20:00 PM,281,3.5,74.10,72,29.2,0.00
10/14/2021 4:30:00 PM,17,0.7,74.80,70,29.2,0.00
10/14/2021 4:40:00 PM,269,3.1,76.40,65,29.2,0.00
10/14/2021 4:50:00 PM,228,3.6,76.60,64,29.2,0.00
10/14/2021 5:00:00 PM,197,2.8,76.20,65,29.2,0.00
10/14/2021 5:10:00 PM,222,2.4,75.90,66,29.2,0.00
10/14/2021 5:20:00 PM,214,2.9,76.40,64,29.2,0.00
10/14/2021 5:30:00 PM,242,2.8,76.60,64,29.2,0.00
10/14/2021 5:40:00 PM,215,1.4,77.50,62,29.2,0.00
10/14/2021 5:50:00 PM,290,1.4,76.20,67,29.2,0.00
10/14/2021 6:00:00 PM,247,1.7,76.10,67,29.2,0.00
10/14/2021 6:10:00 PM,267,3.2,75.90,67,29.2,0.00
10/14/2021 6:20:00 PM,322,4.3,73.50,73,29.2,0.00
10/14/2021 6:30:00 PM,292,3.0,72.30,76,29.2,0.00
10/14/2021 6:40:00 PM,325,5.6,71.00,80,29.2,0.00
10/14/2021 6:50:00 PM,326,13.1,69.90,81,29.2,0.23
10/14/2021 7:00:00 PM,6,6.0,67.20,85,29.2,0.00
10/14/2021 7:10:00 PM,329,7.1,66.30,86,29.2,0.35
10/14/2021 7:20:00 PM,325,9.5,65.40,85,29.2,0.01
10/14/2021 7:30:00 PM,327,9.7,64.90,82,29.2,0.03
10/14/2021 7:40:00 PM,298,7.2,62.00,79,29.2,0.94
10/14/2021 7:50:00 PM,332,5.2,59.90,85,29.2,0.09
10/14/2021 8:00:00 PM,170,1.6,59.30,86,29.2,0.28
10/14/2021 8:10:00 PM,347,2.5,59.30,88,29.2,0.72
10/14/2021 8:20:00 PM,267,1.0,59.10,90,29.2,0.53
10/14/2021 8:30:00 PM,337,1.4,59.10,90,29.2,0.24
10/14/2021 8:40:00 PM,91,1.8,59.10,90,29.1,0.13
10/14/2021 8:50:00 PM,336,3.8,59.10,90,29.2,0.21
10/14/2021 9:00:00 PM,63,1.7,59.30,90,29.1,0.01
10/14/2021 9:10:00 PM,134,0.8,59.50,90,29.2,0.00
10/14/2021 9:20:00 PM,337,3.3,59.70,90,29.2,0.00
10/14/2021 9:30:00 PM,338,3.6,59.90,88,29.2,0.00
10/14/2021 9:40:00 PM,341,2.7,60.00,88,29.2,0.01
10/14/2021 9:50:00 PM,330,5.5,60.00,86,29.2,0.01
10/14/2021 10:00:00 PM,326,3.5,59.90,85,29.2,0.00
10/14/2021 10:10:00 PM,333,3.5,59.90,85,29.2,0.01
10/14/2021 10:20:00 PM,336,4.0,59.70,85,29.2,0.00
10/14/2021 10:30:00 PM,339,2.1,59.70,84,29.2,0.00
10/14/2021 10:40:00 PM,323,0.9,59.70,84,29.2,0.00
10/14/2021 10:50:00 PM,351,1.5,59.70,84,29.2,0.00
10/14/2021 11:00:00 PM,87,1.4,59.50,85,29.2,0.00
10/14/2021 11:10:00 PM,80,0.8,59.50,87,29.2,0.00
10/14/2021 11:20:00 PM,83,0.9,59.30,88,29.2,0.00
10/14/2021 11:30:00 PM,196,0.6,59.30,88,29.2,0.00
10/14/2021 11:40:00 PM,139,1.5,59.50,88,29.2,0.00
10/14/2021 11:50:00 PM,89,1.7,59.70,87,29.2,0.00
10/15/2021 12:00:00 AM,87,0.9,59.70,88,29.2,0.01
10/15/2021 12:10:00 AM,133,1.8,59.50,88,29.2,0.07
10/15/2021 12:20:00 AM,125,2.8,59.30,88,29.2,0.00
10/15/2021 12:30:00 AM,96,1.7,59.30,88,29.2,0.00
10/15/2021 12:40:00 AM,134,2.0,59.30,88,29.2,0.00
10/15/2021 12:50:00 AM,81,1.5,59.50,88,29.2,0.00
10/15/2021 1:00:00 AM,352,0.8,59.30,89,29.2,0.00
10/15/2021 1:10:00 AM,125,3.3,59.50,88,29.2,0.00
10/15/2021 1:20:00 AM,107,1.9,59.90,88,29.2,0.00
10/15/2021 1:30:00 AM,148,2.9,59.90,88,29.2,0.00
10/15/2021 1:40:00 AM,106,1.9,60.00,89,29.2,0.00
10/15/2021 1:50:00 AM,113,1.1,60.00,89,29.2,0.00
10/15/2021 2:00:00 AM,124,1.1,59.90,88,29.2,0.00
10/15/2021 2:10:00 AM,107,1.7,60.00,88,29.2,0.00
10/15/2021 2:20:00 AM,165,1.1,60.00,88,29.2,0.00
10/15/2021 2:30:00 AM,338,0.6,59.90,88,29.2,0.00
10/15/2021 2:40:00 AM,184,0.9,59.90,88,29.2,0.00
10/15/2021 2:50:00 AM,94,1.6,59.90,88,29.2,0.00
10/15/2021 3:00:00 AM,265,0.5,59.90,87,29.2,0.00
10/15/2021 3:10:00 AM,109,1.1,60.20,88,29.2,0.00
10/15/2021 3:20:00 AM,341,0.9,60.20,88,29.2,0.00
10/15/2021 3:30:00 AM,79,0.6,60.20,88,29.2,0.00
10/15/2021 3:40:00 AM,347,0.7,60.20,88,29.2,0.16
10/15/2021 3:50:00 AM,59,1.1,60.20,88,29.2,0.22
10/15/2021 4:00:00 AM,107,1.1,60.00,89,29.2,0.28
10/15/2021 4:10:00 AM,155,2.0,59.90,89,29.2,0.10
10/15/2021 4:20:00 AM,133,1.8,59.90,89,29.2,0.24
10/15/2021 4:30:00 AM,348,1.4,59.90,90,29.2,0.13
10/15/2021 4:40:00 AM,83,0.8,59.90,90,29.2,0.15
10/15/2021 4:50:00 AM,116,1.0,59.90,90,29.2,0.03
10/15/2021 5:00:00 AM,138,0.7,60.00,90,29.2,0.14
10/15/2021 5:10:00 AM,145,0.8,60.20,90,29.2,0.11
10/15/2021 5:20:00 AM,115,2.3,60.40,90,29.2,0.16
10/15/2021 5:30:00 AM,124,2.0,60.40,90,29.2,0.09
10/15/2021 5:40:00 AM,93,2.1,60.40,91,29.2,0.10
10/15/2021 5:50:00 AM,102,3.0,60.40,91,29.1,0.08
10/15/2021 6:00:00 AM,99,1.7,60.40,91,29.1,0.00
10/15/2021 6:10:00 AM,294,0.7,60.20,91,29.1,0.00
10/15/2021 6:20:00 AM,59,1.4,60.40,91,29.1,0.00
10/15/2021 6:30:00 AM,106,0.9,60.40,91,29.1,0.00
10/15/2021 6:40:00 AM,179,1.1,60.40,91,29.1,0.00
10/15/2021 6:50:00 AM,103,1.8,60.40,91,29.1,0.00
10/15/2021 7:00:00 AM,25,1.4,60.20,91,29.1,0.00
10/15/2021 7:10:00 AM,216,0.8,60.20,91,29.1,0.00
10/15/2021 7:20:00 AM,246,0.9,60.40,92,29.1,0.00
10/15/2021 7:30:00 AM,297,1.4,60.40,92,29.1,0.00
10/15/2021 7:40:00 AM,90,2.0,60.40,92,29.1,0.00
10/15/2021 7:50:00 AM,75,1.3,60.40,92,29.1,0.00
10/15/2021 8:00:00 AM,359,2.3,60.60,92,29.1,0.00
10/15/2021 8:10:00 AM,334,2.0,60.60,92,29.1,0.06
10/15/2021 8:20:00 AM,63,1.2,60.80,91,29.1,0.78
10/15/2021 8:30:00 AM,85,2.5,60.60,91,29.1,0.29
10/15/2021 8:40:00 AM,216,1.5,60.40,91,29.1,0.10
10/15/2021 8:50:00 AM,67,1.7,60.40,91,29.1,0.19
10/15/2021 9:00:00 AM,68,1.4,60.40,92,29.1,0.18
10/15/2021 9:10:00 AM,341,0.5,60.60,92,29.1,0.38
10/15/2021 9:20:00 AM,359,1.8,60.60,92,29.1,0.27
10/15/2021 9:30:00 AM,114,1.0,60.60,92,29.1,0.20
10/15/2021 9:40:00 AM,48,1.0,60.60,92,29.1,0.01
10/15/2021 9:50:00 AM,172,1.1,60.60,92,29.1,0.00
10/15/2021 10:00:00 AM,333,5.2,60.60,92,29.1,0.00
10/15/2021 10:10:00 AM,343,2.4,60.60,92,29.1,0.02
10/15/2021 10:20:00 AM,75,2.2,60.60,91,29.1,0.05
10/15/2021 10:30:00 AM,336,4.7,60.60,91,29.1,0.08
10/15/2021 10:40:00 AM,339,2.7,60.40,91,29.1,0.03
10/15/2021 10:50:00 AM,305,1.4,60.40,91,29.1,0.00
10/15/2021 11:00:00 AM,331,1.5,60.40,91,29.1,0.00
10/15/2021 11:10:00 AM,344,1.2,60.40,91,29.1,0.00
10/15/2021 11:20:00 AM,344,1.5,60.60,91,29.1,0.00
10/15/2021 11:30:00 AM,323,1.5,60.60,91,29.1,0.00
10/15/2021 11:40:00 AM,336,2.2,60.60,91,29.1,0.00
10/15/2021 11:50:00 AM,337,1.4,60.60,91,29.1,0.00
10/15/2021 12:00:00 PM,8,1.7,60.60,91,29.1,0.00
10/15/2021 12:10:00 PM,304,1.2,60.60,91,29.1,0.00
10/15/2021 12:20:00 PM,218,1.4,60.60,91,29.1,0.00
10/15/2021 12:30:00 PM,228,0.7,60.60,91,29.1,0.00
10/15/2021 12:40:00 PM,339,2.5,60.80,91,29.1,0.00
10/15/2021 12:50:00 PM,333,5.1,60.90,90,29.1,0.00
10/15/2021 1:00:00 PM,331,2.1,60.90,90,29.1,0.00
10/15/2021 1:10:00 PM,32,1.2,61.10,90,29.1,0.00
10/15/2021 1:20:00 PM,334,2.1,61.10,90,29.1,0.00
10/15/2021 1:30:00 PM,342,2.7,61.10,90,29.1,0.01
10/15/2021 1:40:00 PM,337,3.8,61.10,90,29.1,0.00
10/15/2021 1:50:00 PM,338,4.9,60.40,90,29.1,0.00
10/15/2021 2:00:00 PM,340,7.5,60.00,89,29.1,0.00
10/15/2021 2:10:00 PM,337,5.6,59.70,89,29.1,0.00
10/15/2021 2:20:00 PM,355,3.0,59.10,89,29.1,0.00
10/15/2021 2:30:00 PM,6,2.1,59.10,90,29.1,0.00
10/15/2021 2:40:00 PM,312,3.2,59.30,90,29.1,0.00
10/15/2021 2:50:00 PM,312,3.7,59.50,90,29.1,0.00
10/15/2021 3:00:00 PM,340,4.2,59.00,89,29.1,0.00
10/15/2021 3:10:00 PM,69,2.0,59.30,89,29.1,0.00
10/15/2021 3:20:00 PM,336,4.5,59.70,89,29.1,0.00
10/15/2021 3:30:00 PM,338,3.2,59.50,88,29.1,0.00
10/15/2021 3:40:00 PM,30,1.4,60.00,87,29.1,0.00
10/15/2021 3:50:00 PM,97,1.5,60.40,86,29.1,0.00
10/15/2021 4:00:00 PM,159,2.3,61.10,86,29.1,0.00
10/15/2021 4:10:00 PM,133,2.4,61.50,85,29.1,0.00
10/15/2021 4:20:00 PM,327,4.2,61.30,85,29.1,0.00
10/15/2021 4:30:00 PM,332,4.8,61.30,85,29.1,0.00
10/15/2021 4:40:00 PM,318,4.1,60.80,87,29.1,0.00
10/15/2021 4:50:00 PM,323,5.8,60.60,88,29.1,0.00
10/15/2021 5:00:00 PM,33,1.5,60.90,89,29.1,0.00
10/15/2021 5:10:00 PM,334,2.4,61.10,89,29.1,0.00
10/15/2021 5:20:00 PM,336,3.3,60.90,87,29.1,0.00
10/15/2021 5:30:00 PM,349,2.5,61.10,86,29.1,0.00
10/15/2021 5:40:00 PM,234,1.2,61.10,87,29.1,0.00
10/15/2021 5:50:00 PM,327,5.7,61.30,86,29.1,0.00
10/15/2021 6:00:00 PM,338,3.4,61.30,87,29.1,0.00
10/15/2021 6:10:00 PM,337,5.3,61.10,87,29.1,0.00
10/15/2021 6:20:00 PM,325,3.2,61.30,86,29.1,0.00
10/15/2021 6:30:00 PM,335,5.6,61.70,85,29.1,0.00
10/15/2021 6:40:00 PM,340,1.9,62.20,86,29.1,0.00
10/15/2021 6:50:00 PM,340,3.2,62.40,85,29.1,0.00
10/15/2021 7:00:00 PM,283,2.1,62.40,84,29.1,0.00
10/15/2021 7:10:00 PM,312,3.4,62.70,83,29.1,0.00
10/15/2021 7:20:00 PM,341,2.2,62.90,83,29.1,0.00
10/15/2021 7:30:00 PM,244,3.7,62.70,80,29.1,0.00
10/15/2021 7:40:00 PM,335,5.5,61.70,81,29.1,0.00
10/15/2021 7:50:00 PM,328,5.7,61.30,81,29.1,0.00
10/15/2021 8:00:00 PM,322,6.3,61.10,80,29.1,0.00
10/15/2021 8:10:00 PM,324,3.7,61.50,80,29.1,0.00
10/15/2021 8:20:00 PM,331,6.8,61.70,80,29.1,0.00
10/15/2021 8:30:00 PM,328,4.4,61.70,80,29.1,0.00
10/15/2021 8:40:00 PM,329,7.3,61.50,81,29.1,0.00
10/15/2021 8:50:00 PM,329,6.1,61.70,80,29.1,0.00
10/15/2021 9:00:00 PM,339,6.1,61.80,79,29.1,0.00
10/15/2021 9:10:00 PM,350,4.9,62.00,78,29.1,0.00
