"","iSIC02","iSIC02","iSIC02","iSIC02","iSIC02","iSIC02"
"","Avg","Avg","Avg","Avg","Avg","Avg"
"Date/Time","WindDir","WindSp","AirTemp","RH","BP","RainInten"
"m/d/y","Degree","mph","F","%","inHg","in/h"
10/07/2021 8:50:00 PM,18,0.3,68.00,60,29.3,0.00
10/07/2021 9:00:00 PM,129,3.6,71.70,69,29.3,0.00
10/07/2021 9:10:00 PM,149,1.2,73.70,65,29.3,0.00
10/07/2021 9:20:00 PM,116,5.6,73.90,64,29.3,0.00
10/07/2021 9:30:00 PM,92,3.9,73.70,62,29.3,0.00
10/07/2021 9:40:00 PM,132,2.7,73.50,62,29.3,0.00
10/07/2021 9:50:00 PM,82,0.9,73.40,63,29.3,0.00
10/07/2021 10:00:00 PM,127,1.7,73.50,62,29.3,0.00
10/07/2021 10:10:00 PM,183,0.6,73.50,62,29.3,0.00
10/07/2021 10:20:00 PM,108,1.9,73.50,63,29.3,0.00
10/07/2021 10:30:00 PM,207,1.2,73.40,63,29.3,0.00
10/07/2021 10:40:00 PM,122,3.6,73.40,64,29.3,0.00
10/07/2021 10:50:00 PM,134,3.0,72.60,65,29.3,0.00
10/07/2021 11:00:00 PM,108,1.2,72.30,66,29.3,0.00
10/07/2021 11:10:00 PM,285,0.4,71.90,67,29.3,0.00
10/07/2021 11:20:00 PM,176,0.9,71.40,68,29.3,0.00
10/07/2021 11:30:00 PM,105,1.0,71.00,69,29.3,0.00
10/07/2021 11:40:00 PM,125,2.4,70.80,70,29.3,0.00
10/07/2021 11:50:00 PM,98,2.2,70.50,71,29.3,0.00
10/08/2021 12:00:00 AM,141,2.1,70.30,72,29.3,0.00
10/08/2021 12:10:00 AM,189,1.6,69.80,73,29.3,0.00
10/08/2021 12:20:00 AM,105,1.5,69.40,74,29.3,0.00
10/08/2021 12:30:00 AM,196,1.5,69.00,75,29.3,0.00
10/08/2021 12:40:00 AM,209,1.4,68.70,76,29.3,0.00
10/08/2021 12:50:00 AM,337,0.8,68.70,76,29.3,0.00
10/08/2021 1:00:00 AM,73,0.7,68.70,75,29.3,0.00
10/08/2021 1:10:00 AM,106,0.6,68.50,76,29.3,0.00
10/08/2021 1:20:00 AM,205,1.5,68.50,76,29.3,0.00
10/08/2021 1:30:00 AM,155,2.1,68.30,78,29.3,0.00
10/08/2021 1:40:00 AM,221,2.4,68.00,79,29.3,0.00
10/08/2021 1:50:00 AM,116,1.7,67.80,80,29.3,0.00
10/08/2021 2:00:00 AM,128,2.4,67.40,81,29.3,0.00
10/08/2021 2:10:00 AM,125,1.4,67.40,82,29.3,0.00
10/08/2021 2:20:00 AM,103,4.3,67.20,82,29.3,0.00
10/08/2021 2:30:00 AM,42,1.3,67.10,82,29.3,0.00
10/08/2021 2:40:00 AM,70,2.1,66.90,83,29.3,0.00
10/08/2021 2:50:00 AM,146,1.7,66.70,83,29.3,0.00
10/08/2021 3:00:00 AM,170,0.8,66.30,84,29.3,0.00
10/08/2021 3:10:00 AM,139,1.3,66.30,84,29.3,0.00
10/08/2021 3:20:00 AM,225,0.7,66.20,84,29.3,0.00
10/08/2021 3:30:00 AM,111,1.0,66.20,84,29.3,0.00
10/08/2021 3:40:00 AM,194,1.3,66.20,84,29.3,0.00
10/08/2021 3:50:00 AM,205,1.3,66.20,84,29.3,0.00
10/08/2021 4:00:00 AM,171,0.9,66.00,84,29.3,0.00
10/08/2021 4:10:00 AM,270,0.8,66.00,84,29.3,0.00
10/08/2021 4:20:00 AM,232,1.1,65.80,85,29.3,0.00
10/08/2021 4:30:00 AM,235,0.9,65.80,85,29.3,0.00
10/08/2021 4:40:00 AM,147,1.2,65.80,84,29.3,0.00
10/08/2021 4:50:00 AM,182,0.3,66.00,83,29.3,0.00
10/08/2021 5:00:00 AM,44,0.3,65.80,84,29.3,0.00
10/08/2021 5:10:00 AM,248,0.4,65.80,84,29.3,0.00
10/08/2021 5:20:00 AM,81,1.0,65.60,85,29.3,0.00
10/08/2021 5:30:00 AM,66,0.3,65.60,85,29.3,0.00
10/08/2021 5:40:00 AM,97,0.8,65.40,86,29.3,0.00
10/08/2021 5:50:00 AM,83,0.6,65.10,87,29.3,0.00
10/08/2021 6:00:00 AM,137,1.6,65.10,88,29.3,0.00
10/08/2021 6:10:00 AM,90,2.6,64.70,88,29.3,0.00
10/08/2021 6:20:00 AM,112,1.7,64.40,89,29.3,0.00
10/08/2021 6:30:00 AM,104,1.0,64.00,89,29.3,0.00
10/08/2021 6:40:00 AM,117,1.0,64.00,89,29.3,0.00
10/08/2021 6:50:00 AM,129,2.4,64.00,90,29.3,0.00
10/08/2021 7:00:00 AM,222,0.6,64.50,88,29.3,0.00
10/08/2021 7:10:00 AM,228,0.6,64.50,87,29.3,0.00
10/08/2021 7:20:00 AM,97,0.5,64.70,87,29.3,0.00
10/08/2021 7:30:00 AM,127,1.3,65.10,86,29.3,0.00
10/08/2021 7:40:00 AM,168,0.8,65.10,85,29.3,0.00
10/08/2021 7:50:00 AM,220,0.6,65.10,85,29.3,0.00
10/08/2021 8:00:00 AM,239,0.4,65.10,85,29.3,0.00
10/08/2021 8:10:00 AM,154,2.3,65.10,85,29.3,0.00
10/08/2021 8:20:00 AM,292,0.8,65.10,84,29.3,0.00
10/08/2021 8:30:00 AM,123,1.5,65.10,85,29.3,0.00
10/08/2021 8:40:00 AM,216,1.5,64.70,86,29.3,0.00
10/08/2021 8:50:00 AM,85,1.0,64.50,86,29.3,0.00
10/08/2021 9:00:00 AM,58,1.1,64.40,86,29.3,0.00
10/08/2021 9:10:00 AM,189,1.8,64.20,87,29.3,0.00
10/08/2021 9:20:00 AM,300,0.8,64.20,86,29.3,0.00
10/08/2021 9:30:00 AM,197,0.6,64.00,87,29.3,0.00
10/08/2021 9:40:00 AM,199,0.9,63.80,87,29.3,0.00
10/08/2021 9:50:00 AM,175,0.8,63.80,87,29.3,0.00
10/08/2021 10:00:00 AM,164,1.0,64.00,87,29.3,0.00
10/08/2021 10:10:00 AM,188,1.3,64.00,87,29.3,0.00
10/08/2021 10:20:00 AM,109,1.1,63.80,88,29.3,0.00
10/08/2021 10:30:00 AM,94,1.8,63.50,89,29.3,0.00
10/08/2021 10:40:00 AM,155,1.2,63.10,90,29.3,0.00
10/08/2021 10:50:00 AM,80,1.4,62.90,90,29.3,0.00
10/08/2021 11:00:00 AM,123,0.6,62.90,90,29.3,0.00
10/08/2021 11:10:00 AM,195,0.4,62.90,90,29.3,0.00
10/08/2021 11:20:00 AM,225,1.2,63.10,90,29.3,0.00
10/08/2021 11:30:00 AM,192,0.6,63.50,89,29.3,0.00
10/08/2021 11:40:00 AM,71,0.7,63.60,88,29.3,0.00
10/08/2021 11:50:00 AM,238,0.5,63.80,88,29.3,0.00
10/08/2021 12:00:00 PM,263,2.1,64.00,88,29.3,0.00
10/08/2021 12:10:00 PM,237,1.2,64.00,88,29.3,0.00
10/08/2021 12:20:00 PM,230,1.8,63.80,88,29.3,0.00
10/08/2021 12:30:00 PM,276,1.7,63.60,89,29.3,0.00
10/08/2021 12:40:00 PM,110,1.1,63.60,89,29.3,0.00
10/08/2021 12:50:00 PM,193,1.4,63.60,89,29.3,0.00
10/08/2021 1:00:00 PM,244,2.0,63.60,88,29.3,0.00
10/08/2021 1:10:00 PM,239,1.7,63.80,88,29.3,0.00
10/08/2021 1:20:00 PM,97,0.6,64.00,88,29.3,0.00
10/08/2021 1:30:00 PM,340,0.4,64.40,86,29.3,0.00
10/08/2021 1:40:00 PM,230,1.3,64.90,85,29.3,0.00
10/08/2021 1:50:00 PM,294,1.4,65.30,84,29.3,0.00
10/08/2021 2:00:00 PM,228,0.6,65.60,83,29.3,0.00
10/08/2021 2:10:00 PM,359,1.2,66.00,81,29.3,0.00
10/08/2021 2:20:00 PM,288,2.1,66.50,80,29.3,0.00
10/08/2021 2:30:00 PM,11,1.2,68.00,77,29.3,0.00
10/08/2021 2:40:00 PM,339,2.2,68.70,74,29.3,0.00
10/08/2021 2:50:00 PM,245,1.3,68.90,73,29.3,0.00
10/08/2021 3:00:00 PM,337,3.1,69.40,72,29.3,0.00
10/08/2021 3:10:00 PM,274,0.9,70.10,71,29.3,0.00
10/08/2021 3:20:00 PM,301,1.3,69.80,72,29.3,0.00
10/08/2021 3:30:00 PM,106,3.5,69.40,73,29.3,0.00
10/08/2021 3:40:00 PM,136,0.8,68.70,75,29.3,0.00
10/08/2021 3:50:00 PM,254,1.1,69.00,73,29.3,0.00
10/08/2021 4:00:00 PM,157,0.9,69.20,73,29.3,0.00
10/08/2021 4:10:00 PM,287,1.1,70.80,69,29.3,0.00
10/08/2021 4:20:00 PM,202,2.0,72.80,64,29.3,0.00
10/08/2021 4:30:00 PM,198,1.8,72.60,65,29.3,0.00
10/08/2021 4:40:00 PM,243,1.1,71.70,67,29.3,0.00
10/08/2021 4:50:00 PM,243,2.6,72.50,65,29.3,0.00
10/08/2021 5:00:00 PM,130,2.3,74.60,62,29.3,0.00
10/08/2021 5:10:00 PM,294,1.3,75.20,59,29.3,0.00
10/08/2021 5:20:00 PM,269,4.2,74.10,61,29.3,0.00
10/08/2021 5:30:00 PM,60,1.3,74.30,61,29.3,0.00
10/08/2021 5:40:00 PM,293,1.5,75.50,58,29.3,0.00
10/08/2021 5:50:00 PM,124,2.1,76.80,55,29.3,0.00
10/08/2021 6:00:00 PM,264,2.7,76.60,54,29.3,0.00
10/08/2021 6:10:00 PM,181,1.6,75.90,56,29.3,0.00
10/08/2021 6:20:00 PM,178,1.8,75.90,56,29.3,0.00
10/08/2021 6:30:00 PM,249,2.5,76.10,54,29.3,0.00
10/08/2021 6:40:00 PM,202,3.7,78.20,50,29.3,0.00
10/08/2021 6:50:00 PM,163,2.7,77.30,51,29.3,0.00
10/08/2021 7:00:00 PM,151,1.7,78.00,50,29.3,0.00
10/08/2021 7:10:00 PM,232,1.9,78.40,48,29.3,0.00
10/08/2021 7:20:00 PM,248,2.2,78.40,47,29.2,0.00
10/08/2021 7:30:00 PM,295,2.9,78.80,47,29.2,0.00
10/08/2021 7:40:00 PM,251,3.5,78.40,47,29.2,0.00
10/08/2021 7:50:00 PM,257,3.6,77.30,49,29.2,0.00
10/08/2021 8:00:00 PM,232,1.5,77.70,49,29.2,0.00
10/08/2021 8:10:00 PM,240,3.2,78.80,46,29.2,0.00
10/08/2021 8:20:00 PM,191,3.9,78.90,45,29.2,0.00
10/08/2021 8:30:00 PM,267,4.8,78.60,46,29.2,0.00
10/08/2021 8:40:00 PM,222,3.1,78.20,46,29.2,0.00
10/08/2021 8:50:00 PM,204,3.8,78.40,46,29.2,0.00
10/08/2021 9:00:00 PM,239,3.3,78.60,46,29.2,0.00
10/08/2021 9:10:00 PM,167,2.3,77.90,47,29.2,0.00
10/08/2021 9:20:00 PM,269,4.0,77.10,48,29.2,0.00
10/08/2021 9:30:00 PM,261,2.9,76.60,51,29.2,0.00
10/08/2021 9:40:00 PM,242,3.0,75.90,52,29.2,0.00
10/08/2021 9:50:00 PM,243,1.8,75.50,53,29.2,0.00
10/08/2021 10:00:00 PM,269,2.1,75.90,52,29.2,0.00
10/08/2021 10:10:00 PM,210,1.3,76.20,52,29.2,0.00
10/08/2021 10:20:00 PM,58,2.2,76.20,51,29.2,0.00
10/08/2021 10:30:00 PM,252,2.3,76.10,52,29.2,0.00
10/08/2021 10:40:00 PM,10,1.5,75.90,52,29.2,0.00
10/08/2021 10:50:00 PM,257,1.9,74.80,55,29.2,0.00
10/08/2021 11:00:00 PM,244,2.3,74.10,56,29.2,0.00
10/08/2021 11:10:00 PM,16,1.2,73.40,56,29.2,0.00
10/08/2021 11:20:00 PM,257,1.7,72.80,57,29.2,0.00
10/08/2021 11:30:00 PM,259,2.6,72.30,59,29.2,0.00
10/08/2021 11:40:00 PM,308,3.3,71.70,59,29.2,0.00
10/08/2021 11:50:00 PM,341,3.1,71.60,60,29.2,0.00
10/09/2021 12:00:00 AM,340,3.8,71.20,60,29.2,0.00
10/09/2021 12:10:00 AM,7,1.0,70.80,61,29.2,0.00
10/09/2021 12:20:00 AM,339,2.3,70.70,61,29.2,0.00
10/09/2021 12:30:00 AM,337,4.7,70.30,63,29.2,0.00
10/09/2021 12:40:00 AM,332,1.6,69.80,65,29.3,0.00
10/09/2021 12:50:00 AM,331,1.2,69.20,66,29.3,0.00
10/09/2021 1:00:00 AM,104,1.4,68.90,67,29.3,0.00
10/09/2021 1:10:00 AM,175,0.7,68.50,68,29.3,0.00
10/09/2021 1:20:00 AM,121,1.8,68.10,69,29.3,0.00
10/09/2021 1:30:00 AM,80,2.2,67.80,71,29.3,0.00
10/09/2021 1:40:00 AM,63,1.8,67.40,72,29.3,0.00
10/09/2021 1:50:00 AM,85,1.2,67.10,73,29.3,0.00
10/09/2021 2:00:00 AM,101,1.7,66.90,73,29.3,0.00
10/09/2021 2:10:00 AM,107,1.2,66.50,74,29.3,0.00
10/09/2021 2:20:00 AM,122,0.5,66.30,74,29.3,0.00
10/09/2021 2:30:00 AM,116,1.1,66.20,74,29.3,0.00
10/09/2021 2:40:00 AM,54,0.4,66.20,74,29.3,0.00
10/09/2021 2:50:00 AM,123,0.8,66.20,74,29.3,0.00
10/09/2021 3:00:00 AM,121,0.2,66.00,74,29.3,0.00
10/09/2021 3:10:00 AM,167,0.5,66.00,74,29.3,0.00
10/09/2021 3:20:00 AM,212,0.3,66.30,73,29.3,0.00
10/09/2021 3:30:00 AM,232,1.3,66.50,74,29.3,0.00
10/09/2021 3:40:00 AM,262,0.6,66.50,74,29.3,0.00
10/09/2021 3:50:00 AM,325,0.5,66.50,74,29.3,0.00
10/09/2021 4:00:00 AM,292,0.4,66.30,74,29.3,0.00
10/09/2021 4:10:00 AM,99,0.4,66.30,74,29.3,0.00
10/09/2021 4:20:00 AM,94,0.7,66.20,76,29.3,0.00
10/09/2021 4:30:00 AM,179,0.3,66.00,76,29.3,0.00
10/09/2021 4:40:00 AM,105,0.5,65.60,77,29.3,0.00
10/09/2021 4:50:00 AM,142,0.4,65.60,77,29.3,0.00
10/09/2021 5:00:00 AM,199,0.5,65.30,77,29.3,0.00
10/09/2021 5:10:00 AM,254,1.1,65.10,79,29.3,0.00
10/09/2021 5:20:00 AM,235,0.6,64.70,78,29.3,0.00
10/09/2021 5:30:00 AM,259,1.4,64.50,80,29.3,0.00
10/09/2021 5:40:00 AM,292,0.5,64.40,80,29.3,0.00
10/09/2021 5:50:00 AM,249,0.6,64.40,80,29.3,0.00
10/09/2021 6:00:00 AM,163,0.6,64.40,80,29.3,0.00
10/09/2021 6:10:00 AM,202,0.7,64.20,80,29.3,0.00
10/09/2021 6:20:00 AM,158,0.8,64.40,81,29.3,0.00
10/09/2021 6:30:00 AM,198,1.1,64.50,80,29.3,0.00
10/09/2021 6:40:00 AM,252,1.8,64.50,79,29.3,0.00
10/09/2021 6:50:00 AM,42,0.5,64.90,79,29.3,0.00
10/09/2021 7:00:00 AM,27,1.0,64.90,79,29.3,0.00
10/09/2021 7:10:00 AM,265,0.8,65.10,78,29.3,0.00
10/09/2021 7:20:00 AM,195,1.0,65.10,78,29.3,0.00
10/09/2021 7:30:00 AM,145,0.6,65.30,77,29.2,0.00
10/09/2021 7:40:00 AM,133,0.5,65.30,78,29.2,0.00
10/09/2021 7:50:00 AM,254,0.3,65.30,77,29.2,0.00
10/09/2021 8:00:00 AM,176,0.8,65.10,78,29.2,0.00
10/09/2021 8:10:00 AM,173,0.6,65.10,77,29.2,0.00
10/09/2021 8:20:00 AM,196,1.5,64.90,77,29.2,0.00
10/09/2021 8:30:00 AM,198,1.0,64.70,77,29.2,0.00
10/09/2021 8:40:00 AM,81,0.6,64.50,77,29.2,0.00
10/09/2021 8:50:00 AM,103,0.4,64.20,79,29.2,0.00
10/09/2021 9:00:00 AM,140,0.9,63.60,81,29.2,0.00
10/09/2021 9:10:00 AM,146,0.9,63.50,82,29.2,0.00
10/09/2021 9:20:00 AM,149,0.5,63.30,82,29.2,0.00
10/09/2021 9:30:00 AM,97,0.4,63.10,81,29.2,0.00
10/09/2021 9:40:00 AM,112,0.8,63.30,81,29.2,0.00
10/09/2021 9:50:00 AM,8,0.4,63.30,81,29.2,0.00
10/09/2021 10:00:00 AM,230,0.4,63.10,81,29.2,0.00
10/09/2021 10:10:00 AM,226,0.5,62.90,81,29.2,0.00
10/09/2021 10:20:00 AM,176,1.4,63.10,81,29.2,0.00
10/09/2021 10:30:00 AM,172,0.7,63.30,80,29.2,0.00
10/09/2021 10:40:00 AM,225,0.6,63.10,81,29.2,0.00
10/09/2021 10:50:00 AM,125,0.6,63.30,81,29.2,0.00
10/09/2021 11:00:00 AM,144,0.9,62.60,82,29.2,0.00
10/09/2021 11:10:00 AM,134,1.1,62.40,83,29.2,0.00
10/09/2021 11:20:00 AM,150,0.6,62.40,82,29.2,0.00
10/09/2021 11:30:00 AM,122,1.8,62.60,82,29.2,0.00
10/09/2021 11:40:00 AM,243,1.6,62.60,81,29.2,0.00
10/09/2021 11:50:00 AM,135,2.4,62.60,81,29.2,0.00
10/09/2021 12:00:00 PM,210,2.0,62.40,81,29.2,0.00
10/09/2021 12:10:00 PM,253,0.7,62.60,81,29.2,0.00
10/09/2021 12:20:00 PM,186,0.7,62.90,79,29.2,0.00
10/09/2021 12:30:00 PM,21,1.0,63.30,79,29.2,0.00
10/09/2021 12:40:00 PM,104,1.4,64.00,77,29.2,0.00
10/09/2021 12:50:00 PM,204,1.4,64.70,75,29.2,0.00
10/09/2021 1:00:00 PM,209,0.5,65.40,74,29.2,0.00
10/09/2021 1:10:00 PM,182,1.2,65.80,72,29.2,0.00
10/09/2021 1:20:00 PM,136,1.1,66.70,71,29.2,0.00
10/09/2021 1:30:00 PM,195,1.3,67.10,69,29.2,0.00
10/09/2021 1:40:00 PM,8,1.5,67.60,68,29.2,0.00
10/09/2021 1:50:00 PM,119,0.8,68.90,66,29.2,0.00
10/09/2021 2:00:00 PM,106,2.3,70.10,64,29.2,0.00
10/09/2021 2:10:00 PM,134,1.6,70.70,64,29.2,0.00
10/09/2021 2:20:00 PM,110,1.2,72.50,61,29.2,0.00
10/09/2021 2:30:00 PM,210,1.4,73.90,58,29.2,0.00
10/09/2021 2:40:00 PM,167,3.2,73.70,58,29.2,0.00
10/09/2021 2:50:00 PM,165,2.4,74.10,57,29.2,0.00
10/09/2021 3:00:00 PM,99,3.4,74.80,55,29.2,0.00
10/09/2021 3:10:00 PM,191,2.4,75.90,54,29.2,0.00
10/09/2021 3:20:00 PM,120,5.6,76.40,53,29.2,0.00
10/09/2021 3:30:00 PM,140,2.7,76.60,52,29.2,0.00
10/09/2021 3:40:00 PM,164,3.0,77.10,51,29.2,0.00
10/09/2021 3:50:00 PM,100,3.1,78.40,50,29.2,0.00
10/09/2021 4:00:00 PM,163,1.9,78.00,50,29.2,0.00
10/09/2021 4:10:00 PM,130,2.5,79.50,47,29.2,0.00
10/09/2021 4:20:00 PM,158,3.1,79.50,47,29.2,0.00
10/09/2021 4:30:00 PM,128,2.9,81.10,45,29.2,0.00
10/09/2021 4:40:00 PM,234,1.8,80.70,45,29.2,0.00
10/09/2021 4:50:00 PM,197,3.1,80.70,45,29.2,0.00
10/09/2021 5:00:00 PM,122,4.4,80.60,46,29.2,0.00
10/09/2021 5:10:00 PM,125,2.6,81.30,45,29.2,0.00
10/09/2021 5:20:00 PM,115,2.9,80.60,46,29.2,0.00
10/09/2021 5:30:00 PM,146,2.2,80.90,45,29.2,0.00
10/09/2021 5:40:00 PM,189,1.4,81.60,45,29.2,0.00
10/09/2021 5:50:00 PM,106,4.7,83.10,43,29.2,0.00
10/09/2021 6:00:00 PM,104,2.1,81.60,45,29.2,0.00
10/09/2021 6:10:00 PM,130,5.1,82.40,44,29.2,0.00
10/09/2021 6:20:00 PM,124,7.5,81.60,45,29.2,0.00
10/09/2021 6:30:00 PM,168,3.1,82.90,44,29.2,0.00
10/09/2021 6:40:00 PM,127,5.7,81.30,45,29.2,0.00
10/09/2021 6:50:00 PM,150,4.0,82.20,44,29.2,0.00
10/09/2021 7:00:00 PM,125,4.3,82.50,43,29.2,0.00
10/09/2021 7:10:00 PM,166,3.5,82.40,44,29.2,0.00
10/09/2021 7:20:00 PM,132,2.4,82.50,44,29.2,0.00
10/09/2021 7:30:00 PM,126,5.2,82.90,44,29.2,0.00
10/09/2021 7:40:00 PM,131,6.3,82.40,44,29.1,0.00
10/09/2021 7:50:00 PM,138,3.4,82.20,45,29.1,0.00
10/09/2021 8:00:00 PM,107,4.7,82.50,44,29.1,0.00
10/09/2021 8:10:00 PM,135,4.6,82.70,44,29.1,0.00
10/09/2021 8:20:00 PM,125,4.0,83.10,44,29.1,0.00
10/09/2021 8:30:00 PM,137,2.6,82.00,45,29.1,0.00
10/09/2021 8:40:00 PM,128,3.6,82.00,46,29.1,0.00
10/09/2021 8:50:00 PM,128,3.9,81.80,46,29.1,0.00
10/09/2021 9:00:00 PM,124,3.3,81.60,47,29.1,0.00
10/09/2021 9:10:00 PM,114,2.3,81.60,47,29.1,0.00
10/09/2021 9:20:00 PM,123,3.6,81.60,47,29.1,0.00
10/09/2021 9:30:00 PM,120,6.3,81.30,47,29.1,0.00
10/09/2021 9:40:00 PM,95,4.3,80.70,48,29.1,0.00
10/09/2021 9:50:00 PM,126,4.1,80.60,49,29.1,0.00
10/09/2021 10:00:00 PM,143,2.7,80.40,50,29.1,0.00
10/09/2021 10:10:00 PM,130,1.9,80.00,51,29.1,0.00
10/09/2021 10:20:00 PM,124,3.6,79.80,51,29.1,0.00
10/09/2021 10:30:00 PM,127,3.9,79.50,52,29.1,0.00
10/09/2021 10:40:00 PM,131,4.8,79.30,53,29.1,0.00
10/09/2021 10:50:00 PM,138,2.3,78.90,53,29.1,0.00
10/09/2021 11:00:00 PM,121,3.6,78.80,54,29.1,0.00
10/09/2021 11:10:00 PM,129,4.1,78.40,55,29.1,0.00
10/09/2021 11:20:00 PM,139,3.0,78.00,56,29.1,0.00
10/09/2021 11:30:00 PM,133,1.2,77.90,57,29.1,0.00
10/09/2021 11:40:00 PM,119,4.1,77.50,58,29.1,0.00
10/09/2021 11:50:00 PM,126,3.2,77.10,59,29.1,0.00
10/10/2021 12:00:00 AM,124,2.9,77.00,59,29.1,0.00
10/10/2021 12:10:00 AM,124,2.3,76.80,60,29.1,0.00
10/10/2021 12:20:00 AM,119,3.4,76.60,60,29.1,0.00
10/10/2021 12:30:00 AM,123,6.6,76.20,61,29.1,0.00
10/10/2021 12:40:00 AM,94,1.8,76.10,61,29.1,0.00
10/10/2021 12:50:00 AM,121,3.8,75.70,62,29.1,0.00
10/10/2021 1:00:00 AM,136,3.1,75.50,63,29.1,0.00
10/10/2021 1:10:00 AM,132,2.1,75.30,63,29.1,0.00
10/10/2021 1:20:00 AM,137,3.1,75.20,64,29.1,0.00
10/10/2021 1:30:00 AM,150,2.3,75.20,64,29.1,0.00
10/10/2021 1:40:00 AM,124,4.5,75.20,65,29.1,0.00
10/10/2021 1:50:00 AM,124,4.3,75.20,65,29.1,0.00
10/10/2021 2:00:00 AM,127,3.9,75.20,65,29.1,0.00
10/10/2021 2:10:00 AM,198,3.9,75.00,66,29.1,0.00
10/10/2021 2:20:00 AM,118,5.3,74.80,67,29.1,0.00
10/10/2021 2:30:00 AM,139,3.8,74.60,66,29.1,0.00
10/10/2021 2:40:00 AM,113,2.6,74.40,68,29.1,0.00
10/10/2021 2:50:00 AM,122,6.6,74.30,69,29.1,0.00
10/10/2021 3:00:00 AM,121,3.8,73.90,69,29.1,0.00
10/10/2021 3:10:00 AM,130,4.0,73.90,69,29.1,0.00
10/10/2021 3:20:00 AM,123,2.7,73.70,69,29.1,0.00
10/10/2021 3:30:00 AM,166,3.8,73.70,70,29.1,0.00
10/10/2021 3:40:00 AM,151,5.5,73.70,70,29.1,0.00
10/10/2021 3:50:00 AM,99,3.5,73.70,70,29.1,0.00
10/10/2021 4:00:00 AM,111,4.5,73.70,70,29.1,0.00
10/10/2021 4:10:00 AM,125,4.0,73.90,69,29.1,0.00
10/10/2021 4:20:00 AM,201,4.1,73.90,70,29.1,0.00
10/10/2021 4:30:00 AM,42,3.8,73.70,70,29.1,0.00
10/10/2021 4:40:00 AM,124,1.8,73.40,71,29.1,0.00
10/10/2021 4:50:00 AM,172,2.1,73.20,71,29.1,0.00
10/10/2021 5:00:00 AM,116,3.8,73.20,71,29.1,0.00
10/10/2021 5:10:00 AM,104,3.5,73.40,70,29.1,0.00
10/10/2021 5:20:00 AM,106,2.9,73.40,71,29.1,0.00
10/10/2021 5:30:00 AM,70,0.9,73.40,70,29.1,0.00
10/10/2021 5:40:00 AM,104,3.8,73.40,70,29.1,0.00
10/10/2021 5:50:00 AM,124,2.0,73.40,70,29.1,0.00
10/10/2021 6:00:00 AM,123,2.8,73.50,69,29.1,0.00
10/10/2021 6:10:00 AM,265,2.8,73.50,69,29.1,0.00
10/10/2021 6:20:00 AM,256,2.7,73.40,69,29.1,0.00
10/10/2021 6:30:00 AM,241,1.9,73.40,71,29.2,0.03
10/10/2021 6:40:00 AM,224,0.9,72.50,73,29.2,0.00
10/10/2021 6:50:00 AM,182,1.5,71.90,75,29.1,0.00
10/10/2021 7:00:00 AM,354,1.6,71.90,75,29.1,0.01
10/10/2021 7:10:00 AM,137,1.4,71.60,76,29.1,0.00
10/10/2021 7:20:00 AM,145,1.8,71.40,76,29.1,0.00
10/10/2021 7:30:00 AM,129,1.8,71.40,76,29.1,0.00
10/10/2021 7:40:00 AM,122,1.8,71.40,76,29.1,0.00
10/10/2021 7:50:00 AM,120,2.9,71.00,77,29.1,0.00
10/10/2021 8:00:00 AM,98,2.3,71.00,77,29.1,0.00
10/10/2021 8:10:00 AM,122,2.7,70.80,77,29.1,0.00
10/10/2021 8:20:00 AM,141,2.8,70.80,77,29.1,0.00
10/10/2021 8:30:00 AM,123,4.9,70.70,77,29.1,0.00
10/10/2021 8:40:00 AM,154,4.1,70.70,77,29.1,0.00
10/10/2021 8:50:00 AM,126,3.1,70.70,77,29.1,0.00
10/10/2021 9:00:00 AM,127,3.3,70.30,77,29.1,0.00
10/10/2021 9:10:00 AM,179,2.4,70.30,78,29.1,0.00
10/10/2021 9:20:00 AM,115,3.6,70.50,78,29.1,0.00
10/10/2021 9:30:00 AM,127,4.1,70.30,78,29.1,0.00
10/10/2021 9:40:00 AM,135,4.4,70.30,78,29.1,0.00
10/10/2021 9:50:00 AM,132,4.4,69.90,79,29.1,0.00
10/10/2021 10:00:00 AM,152,4.4,69.90,79,29.1,0.00
10/10/2021 10:10:00 AM,205,1.8,69.80,79,29.1,0.00
10/10/2021 10:20:00 AM,121,4.3,69.60,79,29.1,0.00
10/10/2021 10:30:00 AM,141,2.2,69.80,78,29.1,0.00
10/10/2021 10:40:00 AM,119,3.4,69.60,78,29.1,0.00
10/10/2021 10:50:00 AM,238,1.8,69.60,78,29.1,0.00
10/10/2021 11:00:00 AM,113,4.7,69.60,78,29.1,0.00
10/10/2021 11:10:00 AM,335,2.3,69.40,78,29.1,0.00
10/10/2021 11:20:00 AM,225,1.4,69.20,78,29.1,0.00
10/10/2021 11:30:00 AM,140,1.7,69.00,79,29.1,0.00
10/10/2021 11:40:00 AM,163,3.8,69.00,78,29.1,0.00
10/10/2021 11:50:00 AM,211,2.7,68.90,78,29.1,0.00
10/10/2021 12:00:00 PM,199,2.7,68.90,78,29.1,0.00
10/10/2021 12:10:00 PM,124,3.3,68.90,78,29.1,0.00
10/10/2021 12:20:00 PM,279,2.0,68.70,78,29.1,0.00
10/10/2021 12:30:00 PM,206,4.1,68.70,78,29.1,0.00
10/10/2021 12:40:00 PM,177,2.7,69.00,78,29.1,0.00
10/10/2021 12:50:00 PM,109,2.0,69.00,77,29.1,0.00
